Depth	Gamma								
121.7	125.5								
121.8	127.8								
121.9	129.3								
122	131.6								
122	134.6								
122.1	135.4								
122.1	136.9								
122.2	136.9								
122.2	136.9								
122.2	134.6								
122.2	131.6								
122.4	127.8								
122.4	126.3								
122.5	126.3								
122.7	127								
122.8	128.6								
123	130.8								
123.2	132.3								
123.2	133.1								
123.2	133.9								
123.3	135.4								
123.3	136.1								
123.4	136.9								
123.4	138.4								
123.5	139.2								
123.5	138.4								
123.5	134.6								
123.6	132.3								
123.6	132.3								
123.7	130.1								
123.7	129.3								
123.7	128.6								
123.8	127.8								
123.9	127								
124	126.3								
124.3	128.6								
124.4	130.1								
124.4	130.1								
124.5	130.8								
124.5	130.8								
124.7	130.8								
124.7	130.1								
124.8	129.3								
124.9	128.6								
125	127.8								
125	127.8								
125.1	127.8								
125.4	130.1								
125.6	128.6								
125.1	127								
125.3	127								
125.3	127								
125.4	127								
125.3	129.3								
125.3	131.6								
125.4	132.3								
125.5	133.9								
125.3	134.6								
125.4	134.6								
125.4	134.6								
125.4	134.6								
125.4	134.6								
125.4	134.6								
125.4	134.6								
125.4	134.6								
125.4	134.6								
125.4	134.6								
125.4	134.6								
125.4	134.6								
125.3	134.6								
125.3	134.6								
125.3	134.6								
125.3	134.6								
125.2	134.6								
125.2	134.6								
125.2	133.9								
125.2	133.9								
125.3	132.3								
125.4	132.3								
125.3	133.1								
125.3	133.1								
125.3	132.3								
125.3	132.3								
125.4	132.3								
125.4	132.3								
125.4	132.3								
125.4	132.3								
125.4	132.3								
125.4	132.3								
125.3	132.3								
125.3	132.3								
125.3	132.3								
125.3	133.1								
125.3	133.1								
125.3	132.3								
125.2	132.3								
125.2	132.3								
125.2	132.3								
125.2	132.3								
125.2	132.3								
125.2	132.3								
125.1	132.3								
125.1	132.3								
125.2	132.3								
125.2	132.3								
125.3	131.6								
125.3	131.6								
125.3	131.6								
125.3	131.6								
125.3	131.6								
125.4	131.6								
125.4	131.6								
125.4	131.6								
125.4	132.3								
125.4	132.3								
125.2	136.1								
125.4	136.1								
125.4	136.1								
125.5	138.4								
125.6	139.9								
125.6	141.4								
125.7	143.7								
125.8	143								
125.9	144.5								
126	146								
126.1	146.8								
126.1	147.5								
126.1	148.3								
126.1	146.8								
126.2	142.2								
126.3	140.7								
126.4	140.7								
126.5	140.7								
126.5	144.5								
126.7	146.8								
126.8	146.8								
126.9	145.2								
127	143								
127.1	142.2								
127.3	142.2								
127.4	143.7								
127.6	145.2								
127.7	145.2								
127.7	147.5								
127.8	152.8								
127.8	154.3								
127.9	157.4								
127.9	158.9								
128	161.9								
128	162.7								
128	165								
128.1	167.2								
128.1	167.2								
128.2	168								
128.2	165								
128.3	160.4								
128.4	156.6								
128.4	152.8								
128.5	148.3								
128.6	145.2								
128.6	145.2								
128.6	143.7								
128.6	139.9								
128.8	139.2								
128.8	139.2								
128.9	139.2								
129	140.7								
129.1	141.4								
129.2	142.2								
129.3	143								
129.4	142.2								
129.6	138.4								
129.7	136.9								
129.8	137.7								
129.9	141.4								
129.9	143.7								
130	143.7								
130.1	139.9								
130.2	139.2								
130.3	141.4								
130.3	144.5								
130.4	145.2								
130.5	149.8								
130.5	149.8								
130.6	152.1								
130.7	153.6								
130.7	156.6								
130.7	157.4								
130.9	152.1								
130.9	152.1								
131	149.8								
131.2	146								
131.3	146								
131.4	146								
131.5	144.5								
131.5	148.3								
131.6	152.1								
131.7	156.6								
131.8	157.4								
132	156.6								
132	155.1								
132	152.8								
132	149								
132	145.2								
132.1	142.2								
132.1	137.7								
132.3	143.7								
132.4	144.5								
132.5	144.5								
132.6	147.5								
132.8	150.5								
132.9	152.1								
133.1	152.8								
133.1	152.8								
133.1	152.1								
133.2	149								
133.6	149.8								
133.7	152.8								
133.7	153.6								
133.8	154.3								
133.9	154.3								
133.9	152.8								
134	151.3								
134	149.8								
134	145.2								
134.1	143								
134.2	141.4								
134.3	138.4								
134.4	136.1								
134.4	133.9								
134.5	131.6								
134.7	130.8								
134.9	136.1								
134.9	136.1								
134.9	139.9								
135.2	143.7								
135.2	146.8								
135.3	151.3								
135.4	152.8								
135.4	153.6								
135.5	155.9								
135.7	154.3								
135.7	150.5								
135.8	147.5								
135.8	147.5								
135.9	144.5								
136	143.7								
136	140.7								
136.1	137.7								
136.2	136.1								
136.4	141.4								
136.4	142.2								
136.5	144.5								
136.5	146								
136.5	149								
136.5	153.6								
136.6	155.1								
136.7	150.5								
136.8	148.3								
136.8	147.5								
136.8	144.5								
136.8	143								
136.9	141.4								
136.9	139.9								
137	139.2								
137.1	139.2								
137.2	139.2								
137.2	139.2								
137.3	138.4								
137.3	136.9								
137.4	134.6								
137.5	131.6								
137.6	130.1								
137.7	129.3								
137.8	129.3								
137.9	133.1								
138.1	138.4								
138.1	139.9								
138.2	139.2								
138.2	139.2								
138.3	139.9								
138.4	140.7								
138.5	142.2								
138.5	143								
138.6	140.7								
138.7	139.2								
138.7	138.4								
138.7	136.9								
138.8	136.9								
138.9	138.4								
139.1	142.2								
139.1	143.7								
139.2	143.7								
139.2	139.9								
139.2	137.7								
139.3	137.7								
139.5	136.1								
139.5	136.1								
139.6	137.7								
139.8	142.2								
139.8	144.5								
139.9	144.5								
140.2	143.7								
140.4	143								
140.4	142.2								
140.5	139.9								
140.7	139.2								
140.9	139.2								
141	142.2								
141.2	146								
141.3	149								
141.3	149.8								
141.4	149								
141.5	146								
141.5	145.2								
141.6	144.5								
141.9	143								
142	141.4								
142.1	140.7								
142.2	140.7								
142.2	144.5								
142.2	145.2								
142.4	145.2								
142.5	143.7								
142.6	143.7								
143	143								
143	143								
143	143								
143.1	144.5								
143.2	147.5								
143.3	148.3								
143.4	148.3								
143.6	146.8								
143.6	146.8								
143.7	145.2								
143.8	144.5								
143.9	143.7								
144	143.7								
144	139.9								
144	137.7								
144	136.1								
144.2	134.6								
144.2	132.3								
144.3	129.3								
144.4	126.3								
144.5	127								
144.7	127.8								
144.8	130.8								
144.8	133.9								
144.8	134.6								
144.9	140.7								
145	144.5								
145	148.3								
145.1	152.1								
145.1	152.1								
145.1	152.1								
145.2	151.3								
145.4	147.5								
145.4	144.5								
145.3	140.7								
145.4	135.4								
145.5	130.1								
145.5	129.3								
145.5	127.8								
145.5	127								
145.7	124.8								
145.9	126.3								
145.9	131.6								
145.9	132.3								
146.1	137.7								
146.3	143								
146.2	146								
146.2	149								
146.3	149.8								
146.4	152.8								
146.5	154.3								
146.6	155.1								
146.6	155.1								
146.7	151.3								
146.9	147.5								
146.9	145.2								
146.9	143.7								
147	139.9								
147.2	144.5								
147	148.3								
147	149								
147.3	146.8								
147.4	146								
147.5	146								
147.7	145.2								
147.7	145.2								
147.9	146								
148	148.3								
148.2	146.8								
148.2	144.5								
148.2	143.7								
148.3	140.7								
148.5	140.7								
148.6	143.7								
148.6	145.2								
149	147.5								
149.1	148.3								
149.3	148.3								
149.4	148.3								
149.4	146.8								
149.4	146								
149.4	145.2								
149.5	143								
149.6	141.4								
149.6	138.4								
149.6	133.9								
149.7	135.4								
149.7	136.1								
149.9	139.2								
149.9	139.9								
150.1	142.2								
150.1	142.2								
150.1	142.2								
150.1	139.2								
150.3	137.7								
150.4	136.9								
150.5	136.9								
150.6	136.9								
150.9	135.4								
150.9	135.4								
151	134.6								
151.1	133.9								
151.1	136.9								
151.1	136.9								
151.2	138.4								
151.2	138.4								
151.4	136.1								
151.5	134.6								
151.5	137.7								
151.6	139.9								
151.7	144.5								
151.8	146.8								
152	145.2								
152	143.7								
152.1	139.9								
152.2	136.9								
152.2	134.6								
152.2	131.6								
152.4	128.6								
152.5	130.1								
152.5	130.1								
152.6	132.3								
152.7	132.3								
152.7	132.3								
152.9	128.6								
152.9	124.8								
153	121								
153.2	120.2								
153.2	121								
153.5	125.5								
153.6	129.3								
153.6	130.8								
153.6	130.8								
153.8	134.6								
154.1	138.4								
154.2	141.4								
154.2	141.4								
154.3	142.2								
154.3	136.1								
154.4	132.3								
154.4	131.6								
154.5	133.1								
154.7	138.4								
154.9	142.2								
155.1	149								
155.2	154.3								
155.2	157.4								
155.2	161.2								
155.2	165								
155.4	166.5								
155.5	166.5								
155.6	174.1								
155.6	174.8								
155.7	178.6								
155.8	180.9								
155.8	184.7								
155.8	185.4								
155.9	190								
155.9	196								
156.1	199.1								
156.3	197.6								
156.3	188.5								
156.3	187.7								
156.3	187.7								
156.4	182.4								
156.4	177.8								
156.4	171.8								
156.5	166.5								
156.5	161.2								
156.5	161.2								
156.7	161.2								
156.7	164.2								
156.8	165								
157	165								
157.1	162.7								
157.2	156.6								
157.2	155.9								
157.3	152.1								
157.3	151.3								
157.3	148.3								
157.5	144.5								
157.6	146.8								
157.7	150.5								
157.8	152.8								
157.9	152.1								
158	149								
158.2	144.5								
158.4	142.2								
158.5	142.2								
158.5	142.2								
158.6	146.8								
158.7	149								
158.8	147.5								
158.8	143.7								
159.1	138.4								
159.2	133.9								
159.2	133.9								
159.3	131.6								
159.3	131.6								
159.4	133.9								
159.5	137.7								
159.6	138.4								
159.7	138.4								
159.9	138.4								
160.1	140.7								
160.2	140.7								
160.4	142.2								
160.6	143								
160.8	143								
161	141.4								
161.1	140.7								
161.2	139.2								
161.3	136.9								
161.5	133.9								
161.8	135.4								
162	137.7								
162.1	137.7								
162.3	142.2								
162.4	143.7								
162.4	144.5								
162.6	146.8								
162.6	148.3								
162.6	149.8								
162.7	150.5								
162.8	153.6								
162.9	156.6								
163	157.4								
163.1	155.1								
163.2	150.5								
163.2	149.8								
163.3	147.5								
163.5	144.5								
163.6	142.2								
163.7	141.4								
163.9	143.7								
164	147.5								
164.2	149.8								
164.4	149								
164.4	146								
164.5	145.2								
164.5	141.4								
164.7	137.7								
164.7	136.9								
164.8	135.4								
164.9	133.1								
165	133.1								
165	133.1								
165.1	133.1								
165.1	133.1								
165.2	133.1								
165.3	140.7								
165.3	144.5								
165.3	148.3								
165.5	152.1								
165.5	153.6								
165.5	157.4								
165.6	159.6								
165.7	162.7								
165.9	163.4								
166	159.6								
166.1	158.1								
166.2	156.6								
166.4	153.6								
166.6	152.1								
166.9	152.8								
167.1	154.3								
167.1	155.1								
167.1	155.9								
167.3	153.6								
167.6	149.8								
167.6	149.8								
167.7	149								
167.9	147.5								
167.9	147.5								
167.9	147.5								
168	146								
168	144.5								
168	143.7								
168.3	143								
168.4	145.2								
168.4	148.3								
168.4	149								
168.5	152.1								
168.6	152.8								
168.7	154.3								
168.8	153.6								
168.9	152.1								
168.9	152.1								
169.1	149.8								
169.3	148.3								
169.4	151.3								
169.5	154.3								
169.5	155.9								
169.6	158.9								
169.7	160.4								
169.8	160.4								
169.9	158.1								
170	154.3								
170	150.5								
170.1	147.5								
170.1	147.5								
170.3	147.5								
170.3	150.5								
170.5	153.6								
170.7	155.1								
170.7	155.1								
170.9	155.1								
171.1	153.6								
171.3	152.1								
171.5	152.1								
171.6	152.1								
171.7	155.1								
171.8	157.4								
171.9	159.6								
171.9	159.6								
172.1	160.4								
172.2	161.2								
172.2	161.2								
172.3	159.6								
172.3	157.4								
172.4	156.6								
172.4	156.6								
172.4	154.3								
172.4	152.1								
172.5	150.5								
172.5	148.3								
172.6	147.5								
172.7	147.5								
172.8	149								
173.1	148.3								
